YearWeek,Station,DelayCategory,Minutes_NORM_to_DepDelayMin,Flights_Affected,Share_of_DepDelayMin,DepDelayTotal_PosOnly_Min,DelayBasis
2025-W50,NXA,Engineering,51.0,3,0.05723534677057783,891.7,PosOnly
2025-W50,NXA,OCC,36.7,2,0.04119439899791617,891.7,PosOnly
2025-W50,NXA,ATC,93.9,6,0.10529968657285937,891.7,PosOnly
2025-W50,NXA,Weather,61.8,4,0.06934613292293684,891.7,PosOnly
2025-W50,NXA,Other,5.8,1,0.0064492043712256475,891.7,PosOnly
2025-W51,NXA,Late Arrival,182.2,12,0.47025240952716346,387.5,PosOnly
2025-W51,NXA,Ground Ops,80.1,5,0.20681848985823262,387.5,PosOnly
2025-W51,NXA,Engineering,24.6,1,0.0634546663676987,387.5,PosOnly
2025-W51,NXA,OCC,24.1,1,0.062293588544727024,387.5,PosOnly
2025-W51,NXA,ATC,34.0,2,0.08773425229107065,387.5,PosOnly
2025-W51,NXA,Weather,22.3,1,0.057578841222881656,387.5,PosOnly
2025-W51,NXA,Other,20.1,1,0.05186775218822593,387.5,PosOnly
2025-W52,NXA,Late Arrival,194.3,12,0.47352909779705615,410.4,PosOnly
2025-W52,NXA,Ground Ops,85.4,5,0.20813763856515916,410.4,PosOnly
2025-W52,NXA,Engineering,19.6,1,0.047864124049278305,410.4,PosOnly
2025-W52,NXA,OCC,21.0,1,0.05124258074446004,410.4,PosOnly
2025-W52,NXA,ATC,42.7,2,0.10392532507042257,410.4,PosOnly
2025-W52,NXA,Weather,26.7,1,0.06517521598702974,410.4,PosOnly
2025-W52,NXA,Other,20.6,1,0.05012601778659398,410.4,PosOnly
2025-W01,NXB,Late Arrival,62.6,4,0.46077745078043386,135.8,PosOnly
2025-W01,NXB,Ground Ops,35.8,2,0.2634441167885427,135.8,PosOnly
2025-W01,NXB,Engineering,7.9,1,0.05792146435971264,135.8,PosOnly
2025-W01,NXB,OCC,7.6,1,0.05601712397536508,135.8,PosOnly
2025-W01,NXB,ATC,12.6,1,0.0926840099764038,135.8,PosOnly
2025-W01,NXB,Weather,8.0,1,0.058590055779095845,135.8,PosOnly
2025-W01,NXB,Other,1.4,1,0.010565778340446086,135.8,PosOnly
2025-W02,NXB,Late Arrival,370.8,24,0.4689442506589602,790.7,PosOnly
2025-W02,NXB,Ground Ops,165.7,11,0.20953091901987375,790.7,PosOnly
2025-W02,NXB,Engineering,38.5,2,0.04870413602955628,790.7,PosOnly
2025-W02,NXB,OCC,38.3,2,0.04843164227772852,790.7,PosOnly
2025-W02,NXB,ATC,84.2,5,0.10654547178519082,790.7,PosOnly
2025-W02,NXB,Weather,47.4,3,0.059903597716872606,790.7,PosOnly
2025-W02,NXB,Other,45.8,3,0.057939982511817756,790.7,PosOnly
2025-W03,NXB,Late Arrival,143.2,9,0.49803140409306057,287.5,PosOnly
2025-W03,NXB,Ground Ops,61.4,4,0.21348622365331024,287.5,PosOnly
2025-W03,NXB,Engineering,14.6,1,0.05070102671576449,287.5,PosOnly
2025-W03,NXB,OCC,18.2,1,0.06342351256603053,287.5,PosOnly
2025-W03,NXB,ATC,28.6,1,0.09958060204607766,287.5,PosOnly
2025-W03,NXB,Weather,20.1,1,0.06976126016584165,287.5,PosOnly
2025-W03,NXB,Other,1.4,1,0.0050159707599148895,287.5,PosOnly
2025-W04,NXB,Late Arrival,233.7,15,0.47228284713403146,494.9,PosOnly
2025-W04,NXB,Ground Ops,100.4,6,0.2027800777015419,494.9,PosOnly
2025-W04,NXB,Engineering,25.2,1,0.050956469529551345,494.9,PosOnly
2025-W04,NXB,OCC,24.8,1,0.05017838268777328,494.9,PosOnly
2025-W04,NXB,ATC,46.4,3,0.09383626657512721,494.9,PosOnly
2025-W04,NXB,Weather,26.1,1,0.05274330774446368,494.9,PosOnly
2025-W04,NXB,Other,38.2,2,0.0772226486275111,494.9,PosOnly
2025-W05,NXB,Late Arrival,159.1,10,0.47916661986279163,332.0,PosOnly
2025-W05,NXB,Ground Ops,75.7,5,0.22788626886824292,332.0,PosOnly
2025-W05,NXB,Engineering,22.7,1,0.06833562841692994,332.0,PosOnly
2025-W05,NXB,OCC,18.2,1,0.05484454977883932,332.0,PosOnly
2025-W05,NXB,ATC,29.8,1,0.08964637046722698,332.0,PosOnly
2025-W05,NXB,Weather,20.7,1,0.06246462339001165,332.0,PosOnly
2025-W05,NXB,Other,5.9,1,0.017655939215957484,332.0,PosOnly
2025-W06,NXB,Late Arrival,610.1,40,0.4567266663080317,1335.9,PosOnly
2025-W06,NXB,Ground Ops,247.9,16,0.18557503422602306,1335.9,PosOnly
2025-W06,NXB,Engineering,61.4,4,0.0459969530926876,1335.9,PosOnly
2025-W06,NXB,OCC,100.2,6,0.07502135213051217,1335.9,PosOnly
2025-W06,NXB,ATC,113.0,7,0.08460576566163842,1335.9,PosOnly
2025-W06,NXB,Weather,74.8,4,0.05601520039821881,1335.9,PosOnly
2025-W06,NXB,Other,128.3,8,0.09605902818288814,1335.9,PosOnly
2025-W07,NXB,Late Arrival,61.9,4,0.49565803245260986,124.9,PosOnly
2025-W07,NXB,Ground Ops,26.3,1,0.21082255780091022,124.9,PosOnly
2025-W07,NXB,Engineering,7.3,1,0.05873956351163098,124.9,PosOnly
2025-W07,NXB,OCC,4.7,1,0.03772351284520987,124.9,PosOnly
2025-W07,NXB,ATC,13.1,1,0.1046938195224856,124.9,PosOnly
2025-W07,NXB,Weather,5.6,1,0.04504002545733614,124.9,PosOnly
2025-W07,NXB,Other,5.9,1,0.0473224884098174,124.9,PosOnly
2025-W08,NXB,Late Arrival,271.7,18,0.45649292541971465,595.1,PosOnly
2025-W08,NXB,Ground Ops,129.3,8,0.21726607806350468,595.1,PosOnly
2025-W08,NXB,Engineering,33.5,2,0.05637604090809502,595.1,PosOnly
2025-W08,NXB,OCC,28.6,1,0.048122535589412575,595.1,PosOnly
2025-W08,NXB,ATC,54.7,3,0.09183444553816264,595.1,PosOnly
2025-W08,NXB,Weather,37.0,2,0.06213392668319119,595.1,PosOnly
2025-W08,NXB,Other,40.3,2,0.06777404779791923,595.1,PosOnly
2025-W09,NXB,Late Arrival,292.1,19,0.4653432451535043,627.7,PosOnly
2025-W09,NXB,Ground Ops,118.3,7,0.18843124481872445,627.7,PosOnly
2025-W09,NXB,Engineering,30.9,2,0.04917139924068092,627.7,PosOnly
2025-W09,NXB,OCC,45.2,3,0.07201252400839135,627.7,PosOnly
2025-W09,NXB,ATC,54.1,3,0.08625138024305046,627.7,PosOnly
2025-W09,NXB,Weather,39.3,2,0.06254472431714189,627.7,PosOnly
2025-W09,NXB,Other,47.9,3,0.07624548221850674,627.7,PosOnly
2025-W10,NXB,Late Arrival,592.1,39,0.4778954636431949,1238.9,PosOnly
2025-W10,NXB,Ground Ops,272.7,18,0.2201297949241032,1238.9,PosOnly
2025-W10,NXB,Engineering,71.7,4,0.05790926581713117,1238.9,PosOnly
2025-W10,NXB,OCC,78.4,5,0.06331468138469262,1238.9,PosOnly
2025-W10,NXB,ATC,135.9,9,0.10971165372081447,1238.9,PosOnly
2025-W10,NXB,Weather,54.7,3,0.04411633773371837,1238.9,PosOnly
2025-W10,NXB,Other,33.4,2,0.026922802776345234,1238.9,PosOnly
2025-W11,NXB,Late Arrival,118.6,7,0.4634610475324593,255.8,PosOnly
2025-W11,NXB,Ground Ops,55.9,3,0.21863571434780224,255.8,PosOnly
2025-W11,NXB,Engineering,14.8,1,0.057890033484124165,255.8,PosOnly
2025-W11,NXB,OCC,12.3,1,0.04811365481948005,255.8,PosOnly
2025-W11,NXB,ATC,22.2,1,0.08662393763626802,255.8,PosOnly
2025-W11,NXB,Weather,15.3,1,0.059682216372851905,255.8,PosOnly
2025-W11,NXB,Other,16.8,1,0.0655933958070144,255.8,PosOnly
2025-W12,NXB,Late Arrival,490.7,32,0.4997372940219875,982.0,PosOnly
2025-W12,NXB,Ground Ops,219.0,14,0.22306189526088024,982.0,PosOnly
2025-W12,NXB,Engineering,55.1,3,0.05605931489867872,982.0,PosOnly
2025-W12,NXB,OCC,63.6,4,0.0647814875407401,982.0,PosOnly
2025-W12,NXB,ATC,79.3,5,0.08079733294991877,982.0,PosOnly
2025-W12,NXB,Weather,40.7,2,0.04148377411438048,982.0,PosOnly
2025-W12,NXB,Other,33.5,2,0.03407890121341429,982.0,PosOnly
2025-W13,NXB,Late Arrival,167.9,11,0.4892856147523031,343.2,PosOnly
2025-W13,NXB,Ground Ops,72.5,4,0.21120534369569952,343.2,PosOnly
2025-W13,NXB,Engineering,20.5,1,0.059602991714132636,343.2,PosOnly
2025-W13,NXB,OCC,21.8,1,0.06365519276361863,343.2,PosOnly
2025-W13,NXB,ATC,31.4,2,0.09156108442571309,343.2,PosOnly
2025-W13,NXB,Weather,16.5,1,0.048120902844853215,343.2,PosOnly
2025-W13,NXB,Other,12.6,1,0.03656886980367985,343.2,PosOnly
2025-W14,NXB,Late Arrival,147.9,9,0.4500747225515923,328.7,PosOnly
2025-W14,NXB,Ground Ops,72.9,4,0.22174547232376973,328.7,PosOnly
2025-W14,NXB,Engineering,23.0,1,0.06988447514961615,328.7,PosOnly
2025-W14,NXB,OCC,22.2,1,0.06764888725564248,328.7,PosOnly
2025-W14,NXB,ATC,28.4,1,0.0863683141652223,328.7,PosOnly
2025-W14,NXB,Weather,22.0,1,0.06683534493156343,328.7,PosOnly
2025-W14,NXB,Other,12.3,1,0.03744278362259362,328.7,PosOnly
2025-W15,NXB,Late Arrival,139.2,9,0.4541640684528338,306.4,PosOnly
2025-W15,NXB,Ground Ops,65.3,4,0.21302651405608122,306.4,PosOnly
2025-W15,NXB,Engineering,15.7,1,0.051252646729922954,306.4,PosOnly
2025-W15,NXB,OCC,16.7,1,0.05464538845585824,306.4,PosOnly
2025-W15,NXB,ATC,26.5,1,0.08645534823886156,306.4,PosOnly
2025-W15,NXB,Weather,17.6,1,0.05757313975464168,306.4,PosOnly
2025-W15,NXB,Other,25.4,1,0.08288289431180051,306.4,PosOnly
2025-W16,NXB,Late Arrival,381.5,25,0.47959138239904436,795.4,PosOnly
2025-W16,NXB,Ground Ops,188.0,12,0.23641841054738175,795.4,PosOnly
2025-W16,NXB,Engineering,50.0,3,0.06285564034232925,795.4,PosOnly
2025-W16,NXB,OCC,59.5,3,0.07478220369634919,795.4,PosOnly
2025-W16,NXB,ATC,67.8,4,0.0852841489751924,795.4,PosOnly
2025-W16,NXB,Weather,35.0,2,0.04404076074770042,795.4,PosOnly
2025-W16,NXB,Other,13.5,1,0.017027453292002614,795.4,PosOnly
2025-W17,NXB,Late Arrival,206.5,13,0.4927339547139252,419.0,PosOnly
2025-W17,NXB,Ground Ops,88.4,5,0.21103899646800617,419.0,PosOnly
2025-W17,NXB,Engineering,22.5,1,0.053754210187943775,419.0,PosOnly
2025-W17,NXB,OCC,34.0,2,0.08118194329464921,419.0,PosOnly
2025-W17,NXB,ATC,36.1,2,0.0861617089301722,419.0,PosOnly
2025-W17,NXB,Weather,27.9,1,0.06665096359188522,419.0,PosOnly
2025-W17,NXB,Other,3.6,1,0.008478222813418201,419.0,PosOnly
2025-W18,NXB,Late Arrival,155.4,10,0.4585378274946736,338.9,PosOnly
2025-W18,NXB,Ground Ops,78.7,5,0.2323031184481224,338.9,PosOnly
2025-W18,NXB,Engineering,24.1,1,0.07113331050497174,338.9,PosOnly
2025-W18,NXB,OCC,17.8,1,0.052525820387195554,338.9,PosOnly
2025-W18,NXB,ATC,35.8,2,0.105571469537908,338.9,PosOnly
2025-W18,NXB,Weather,21.2,1,0.06262814544813677,338.9,PosOnly
2025-W18,NXB,Other,5.9,1,0.01730030817899192,338.9,PosOnly
2025-W19,NXB,Late Arrival,299.1,19,0.5164051849098849,579.1,PosOnly
2025-W19,NXB,Ground Ops,122.4,8,0.21139217210472783,579.1,PosOnly
2025-W19,NXB,Engineering,30.7,2,0.05298923814999725,579.1,PosOnly
2025-W19,NXB,OCC,22.3,1,0.03853197902144397,579.1,PosOnly
2025-W19,NXB,ATC,56.3,3,0.09730582875492778,579.1,PosOnly
2025-W19,NXB,Weather,37.2,2,0.06418572896334176,579.1,PosOnly
2025-W19,NXB,Other,11.1,1,0.019189868095676577,579.1,PosOnly
2025-W20,NXB,Late Arrival,121.9,8,0.4766512652852002,255.8,PosOnly
2025-W20,NXB,Ground Ops,49.9,3,0.1952079656857855,255.8,PosOnly
2025-W20,NXB,Engineering,12.6,1,0.04930638006475405,255.8,PosOnly
2025-W20,NXB,OCC,16.4,1,0.06430596965562073,255.8,PosOnly
2025-W20,NXB,ATC,23.5,1,0.0919257507366498,255.8,PosOnly
2025-W20,NXB,Weather,14.7,1,0.0575425810841481,255.8,PosOnly
2025-W20,NXB,Other,16.6,1,0.06506008748784164,255.8,PosOnly
2025-W21,NXB,Late Arrival,311.2,20,0.4751070954069538,655.1,PosOnly
2025-W21,NXB,Ground Ops,157.6,10,0.2405585088534337,655.1,PosOnly
2025-W21,NXB,Engineering,44.7,2,0.06829039249641383,655.1,PosOnly
2025-W21,NXB,OCC,25.2,1,0.03843927190594313,655.1,PosOnly
2025-W21,NXB,ATC,60.4,4,0.09226008132100139,655.1,PosOnly
2025-W21,NXB,Weather,34.7,2,0.05294557011062064,655.1,PosOnly
2025-W21,NXB,Other,21.2,1,0.03239907990563362,655.1,PosOnly
2025-W22,NXB,Late Arrival,136.0,9,0.4815732550129679,282.5,PosOnly
2025-W22,NXB,Ground Ops,63.2,4,0.22363255843946375,282.5,PosOnly
2025-W22,NXB,Engineering,16.0,1,0.05665051142812237,282.5,PosOnly
2025-W22,NXB,OCC,17.2,1,0.06091153491884637,282.5,PosOnly
2025-W22,NXB,ATC,27.4,1,0.09703802691285478,282.5,PosOnly
2025-W22,NXB,Weather,15.2,1,0.05385453734349245,282.5,PosOnly
2025-W22,NXB,Other,7.4,1,0.026339575944252402,282.5,PosOnly
2025-W23,NXB,Late Arrival,663.4,44,0.5006179661501771,1325.2,PosOnly
2025-W23,NXB,Ground Ops,296.9,19,0.22405641591243605,1325.2,PosOnly
2025-W23,NXB,Engineering,71.6,4,0.05401836337656189,1325.2,PosOnly
2025-W23,NXB,OCC,71.0,4,0.05358846463659616,1325.2,PosOnly
2025-W23,NXB,ATC,121.5,8,0.0916729013456624,1325.2,PosOnly
2025-W23,NXB,Weather,61.5,4,0.046436169176804314,1325.2,PosOnly
2025-W23,NXB,Other,39.2,2,0.029609719401762158,1325.2,PosOnly
2025-W24,NXB,Late Arrival,277.9,18,0.4968263361294106,559.4,PosOnly
2025-W24,NXB,Ground Ops,123.5,8,0.22082385008448585,559.4,PosOnly
2025-W24,NXB,Engineering,31.9,2,0.05707213786025389,559.4,PosOnly
2025-W24,NXB,OCC,23.0,1,0.04103385984320716,559.4,PosOnly
2025-W24,NXB,ATC,45.6,3,0.08157727970969167,559.4,PosOnly
2025-W24,NXB,Weather,38.2,2,0.0683655967306572,559.4,PosOnly
2025-W24,NXB,Other,19.2,1,0.03430093964229358,559.4,PosOnly
2025-W25,NXB,Late Arrival,935.4,62,0.4518572706044252,2070.2,PosOnly
2025-W25,NXB,Ground Ops,451.6,30,0.21813371522927227,2070.2,PosOnly
2025-W25,NXB,Engineering,105.0,7,0.05069746439603095,2070.2,PosOnly
2025-W25,NXB,OCC,141.9,9,0.06853643312761139,2070.2,PosOnly
2025-W25,NXB,ATC,211.8,14,0.10230379883667157,2070.2,PosOnly
2025-W25,NXB,Weather,135.7,9,0.06556436011207546,2070.2,PosOnly
2025-W25,NXB,Other,88.8,5,0.04290695769391317,2070.2,PosOnly
2025-W26,NXB,Late Arrival,103.4,6,0.47611424112906375,217.1,PosOnly
2025-W26,NXB,Ground Ops,45.9,3,0.21127898389003677,217.1,PosOnly
2025-W26,NXB,Engineering,11.8,1,0.05452148530915892,217.1,PosOnly
2025-W26,NXB,OCC,10.0,1,0.046054668764507596,217.1,PosOnly
2025-W26,NXB,ATC,21.0,1,0.09695233731892117,217.1,PosOnly
2025-W26,NXB,Weather,10.4,1,0.04811025364597983,217.1,PosOnly
2025-W26,NXB,Other,14.5,1,0.06696802994233192,217.1,PosOnly
2025-W27,NXB,Late Arrival,188.0,12,0.46313265049355234,406.0,PosOnly
2025-W27,NXB,Ground Ops,80.6,5,0.19849902605962108,406.0,PosOnly
2025-W27,NXB,Engineering,25.2,1,0.06199469439391151,406.0,PosOnly
2025-W27,NXB,OCC,26.3,1,0.06485552058722203,406.0,PosOnly
2025-W27,NXB,ATC,39.7,2,0.0978281808290474,406.0,PosOnly
2025-W27,NXB,Weather,26.9,1,0.06634442273966612,406.0,PosOnly
2025-W27,NXB,Other,19.2,1,0.04734550489697947,406.0,PosOnly
2025-W28,NXB,Late Arrival,515.4,34,0.4925048001345851,1046.4,PosOnly
2025-W28,NXB,Ground Ops,207.7,13,0.19853704601195335,1046.4,PosOnly
2025-W28,NXB,Engineering,64.4,4,0.06156827594752327,1046.4,PosOnly
2025-W28,NXB,OCC,67.4,4,0.06438649904283722,1046.4,PosOnly
2025-W28,NXB,ATC,97.1,6,0.09274938156998304,1046.4,PosOnly
2025-W28,NXB,Weather,53.5,3,0.05109953103541594,1046.4,PosOnly
2025-W28,NXB,Other,41.0,2,0.03915446625770208,1046.4,PosOnly
2025-W29,NXB,Late Arrival,294.5,19,0.45167792488695696,652.0,PosOnly
2025-W29,NXB,Ground Ops,146.6,9,0.2247989671237168,652.0,PosOnly
2025-W29,NXB,Engineering,43.6,2,0.06689798423641752,652.0,PosOnly
2025-W29,NXB,OCC,47.6,3,0.07303561483108426,652.0,PosOnly
2025-W29,NXB,ATC,62.3,4,0.09561372331301685,652.0,PosOnly
2025-W29,NXB,Weather,35.1,2,0.053910271440445044,652.0,PosOnly
2025-W29,NXB,Other,22.2,1,0.03406551416836268,652.0,PosOnly
2025-W30,NXB,Late Arrival,610.6,40,0.4823209038029157,1265.9,PosOnly
2025-W30,NXB,Ground Ops,242.7,16,0.19175289975942364,1265.9,PosOnly
2025-W30,NXB,Engineering,65.6,4,0.051809922569373675,1265.9,PosOnly
2025-W30,NXB,OCC,83.9,5,0.06629206333516353,1265.9,PosOnly
2025-W30,NXB,ATC,121.1,8,0.09566752681947116,1265.9,PosOnly
2025-W30,NXB,Weather,58.8,3,0.0464297920856496,1265.9,PosOnly
2025-W30,NXB,Other,83.2,5,0.06572689162800277,1265.9,PosOnly
2025-W31,NXB,Late Arrival,171.5,11,0.5182091986176193,330.9,PosOnly
2025-W31,NXB,Ground Ops,72.5,4,0.21915615995055462,330.9,PosOnly
2025-W31,NXB,Engineering,18.7,1,0.05663744661171887,330.9,PosOnly
2025-W31,NXB,OCC,18.0,1,0.054547689229888036,330.9,PosOnly
2025-W31,NXB,ATC,27.3,1,0.08242205840008217,330.9,PosOnly
2025-W31,NXB,Weather,19.7,1,0.05955008403804983,330.9,PosOnly
2025-W31,NXB,Other,3.1,1,0.009477363152087137,330.9,PosOnly
2025-W32,NXB,Late Arrival,191.6,12,0.5195480097750793,368.8,PosOnly
2025-W32,NXB,Ground Ops,73.9,4,0.20038531645072605,368.8,PosOnly
2025-W32,NXB,Engineering,22.9,1,0.06205418110268041,368.8,PosOnly
2025-W32,NXB,OCC,20.5,1,0.05554335437702107,368.8,PosOnly
2025-W32,NXB,ATC,40.1,2,0.10876122577915802,368.8,PosOnly
2025-W32,NXB,Weather,15.2,1,0.0412119768652649,368.8,PosOnly
2025-W32,NXB,Other,4.6,1,0.012495935650070233,368.8,PosOnly
2025-W33,NXB,Late Arrival,196.3,13,0.45418770361221095,432.3,PosOnly
2025-W33,NXB,Ground Ops,104.3,6,0.24117161677289178,432.3,PosOnly
2025-W33,NXB,Engineering,26.9,1,0.062203511478443746,432.3,PosOnly
2025-W33,NXB,OCC,19.6,1,0.045353203590084074,432.3,PosOnly
2025-W33,NXB,ATC,45.4,3,0.10504122992980808,432.3,PosOnly
2025-W33,NXB,Weather,19.3,1,0.044672730129237385,432.3,PosOnly
2025-W33,NXB,Other,20.5,1,0.04737000448732398,432.3,PosOnly
2025-W34,NXB,Late Arrival,151.0,10,0.5178126624953119,291.7,PosOnly
2025-W34,NXB,Ground Ops,63.4,4,0.21733539913762756,291.7,PosOnly
2025-W34,NXB,Engineering,14.1,1,0.04828129363990017,291.7,PosOnly
2025-W34,NXB,OCC,13.5,1,0.04645072959588538,291.7,PosOnly
2025-W34,NXB,ATC,26.1,1,0.08931962555243249,291.7,PosOnly
2025-W34,NXB,Weather,13.3,1,0.045680904750185616,291.7,PosOnly
2025-W34,NXB,Other,10.2,1,0.03511938482865695,291.7,PosOnly
2025-W35,NXB,Late Arrival,551.8,36,0.508950825886181,1084.1,PosOnly
2025-W35,NXB,Ground Ops,232.1,15,0.21404934366812214,1084.1,PosOnly
2025-W35,NXB,Engineering,62.8,4,0.05793770894451639,1084.1,PosOnly
2025-W35,NXB,OCC,59.6,3,0.05502172947792101,1084.1,PosOnly
2025-W35,NXB,ATC,117.4,7,0.10830147053833558,1084.1,PosOnly
2025-W35,NXB,Weather,47.5,3,0.043808057703727595,1084.1,PosOnly
2025-W35,NXB,Other,12.9,1,0.011930863781196177,1084.1,PosOnly
2025-W36,NXB,Late Arrival,362.1,24,0.49933868261302267,725.1,PosOnly
2025-W36,NXB,Ground Ops,146.8,9,0.20251762328051376,725.1,PosOnly
2025-W36,NXB,Engineering,39.1,2,0.05398327540958447,725.1,PosOnly
2025-W36,NXB,OCC,44.8,2,0.06184299934416344,725.1,PosOnly
2025-W36,NXB,ATC,68.5,4,0.09448815168415352,725.1,PosOnly
2025-W36,NXB,Weather,38.9,2,0.05369211573705536,725.1,PosOnly
2025-W36,NXB,Other,24.8,1,0.03413715193150679,725.1,PosOnly
2025-W37,NXB,Late Arrival,214.5,14,0.48122510250441586,445.8,PosOnly
2025-W37,NXB,Ground Ops,82.8,5,0.18575426995493557,445.8,PosOnly
2025-W37,NXB,Engineering,21.6,1,0.04835505139399117,445.8,PosOnly
2025-W37,NXB,OCC,30.1,2,0.06756110628633599,445.8,PosOnly
2025-W37,NXB,ATC,48.1,3,0.10792053465633861,445.8,PosOnly
2025-W37,NXB,Weather,26.0,1,0.058366630257818575,445.8,PosOnly
2025-W37,NXB,Other,22.7,1,0.05081730494616432,445.8,PosOnly
2025-W38,NXB,Late Arrival,62.4,4,0.4861028973401636,128.4,PosOnly
2025-W38,NXB,Ground Ops,23.9,1,0.18597674128754832,128.4,PosOnly
2025-W38,NXB,Engineering,6.2,1,0.04847786294417521,128.4,PosOnly
2025-W38,NXB,OCC,9.4,1,0.0729898070696501,128.4,PosOnly
2025-W38,NXB,ATC,13.9,1,0.10808530794920589,128.4,PosOnly
2025-W38,NXB,Weather,8.9,1,0.06931578189743073,128.4,PosOnly
2025-W38,NXB,Other,3.7,1,0.02905160151182623,128.4,PosOnly
2025-W39,NXB,Late Arrival,694.5,46,0.513871415740695,1351.5,PosOnly
2025-W39,NXB,Ground Ops,280.6,18,0.2076187227024141,1351.5,PosOnly
2025-W39,NXB,Engineering,74.6,4,0.055224724383027564,1351.5,PosOnly
2025-W39,NXB,OCC,57.4,3,0.04245200148642924,1351.5,PosOnly
2025-W39,NXB,ATC,129.9,8,0.0961165665108302,1351.5,PosOnly
2025-W39,NXB,Weather,79.4,5,0.05877968670097243,1351.5,PosOnly
2025-W39,NXB,Other,35.1,2,0.025936882475631473,1351.5,PosOnly
2025-W40,NXB,Late Arrival,87.9,5,0.4743530543029615,185.3,PosOnly
2025-W40,NXB,Ground Ops,43.7,2,0.2360910766144903,185.3,PosOnly
2025-W40,NXB,Engineering,10.6,1,0.057416065484830234,185.3,PosOnly
2025-W40,NXB,OCC,8.6,1,0.046402863220989916,185.3,PosOnly
2025-W40,NXB,ATC,15.3,1,0.08271737175606318,185.3,PosOnly
2025-W40,NXB,Weather,8.7,1,0.046777868737503475,185.3,PosOnly
2025-W40,NXB,Other,10.4,1,0.05624169988316141,185.3,PosOnly
2025-W41,NXB,Late Arrival,179.8,11,0.4724513883267416,380.5,PosOnly
2025-W41,NXB,Ground Ops,77.6,5,0.20385651672417263,380.5,PosOnly
2025-W41,NXB,Engineering,23.2,1,0.06090689694395642,380.5,PosOnly
2025-W41,NXB,OCC,23.8,1,0.06252526147666432,380.5,PosOnly
2025-W41,NXB,ATC,37.9,2,0.09959575655068456,380.5,PosOnly
2025-W41,NXB,Weather,22.9,1,0.060185601840546804,380.5,PosOnly
2025-W41,NXB,Other,15.4,1,0.04047857813723371,380.5,PosOnly
2025-W42,NXB,Late Arrival,601.0,40,0.4631532505325534,1297.6,PosOnly
2025-W42,NXB,Ground Ops,294.5,19,0.22692814628401822,1297.6,PosOnly
2025-W42,NXB,Engineering,77.7,5,0.05991498661474348,1297.6,PosOnly
2025-W42,NXB,OCC,80.2,5,0.06183759807454627,1297.6,PosOnly
2025-W42,NXB,ATC,108.0,7,0.08321937088497561,1297.6,PosOnly
2025-W42,NXB,Weather,71.3,4,0.05492943107096137,1297.6,PosOnly
2025-W42,NXB,Other,64.9,4,0.05001721653820157,1297.6,PosOnly
2025-W43,NXB,Late Arrival,197.6,13,0.4795236243900193,412.0,PosOnly
2025-W43,NXB,Ground Ops,86.8,5,0.21058031076823785,412.0,PosOnly
2025-W43,NXB,Engineering,19.9,1,0.048394343537925606,412.0,PosOnly
2025-W43,NXB,OCC,24.0,1,0.058278608721950606,412.0,PosOnly
2025-W43,NXB,ATC,33.8,2,0.08200477264104389,412.0,PosOnly
2025-W43,NXB,Weather,23.8,1,0.057788698934488486,412.0,PosOnly
2025-W43,NXB,Other,26.1,1,0.0634296410063343,412.0,PosOnly
2025-W44,NXB,Late Arrival,314.6,20,0.5127728760113489,613.6,PosOnly
2025-W44,NXB,Ground Ops,137.9,9,0.22467234729908933,613.6,PosOnly
2025-W44,NXB,Engineering,39.2,2,0.06390138023726469,613.6,PosOnly
2025-W44,NXB,OCC,30.3,2,0.04937172709436266,613.6,PosOnly
2025-W44,NXB,ATC,57.8,3,0.09426683519698804,613.6,PosOnly
2025-W44,NXB,Weather,25.7,1,0.04180992455722665,613.6,PosOnly
2025-W44,NXB,Other,8.1,1,0.013204909603719672,613.6,PosOnly
2025-W45,NXB,Late Arrival,452.7,30,0.4941745810010321,916.0,PosOnly
2025-W45,NXB,Ground Ops,212.9,14,0.23244296737018194,916.0,PosOnly
2025-W45,NXB,Engineering,51.6,3,0.05628439576895156,916.0,PosOnly
2025-W45,NXB,OCC,41.4,2,0.04521425503508342,916.0,PosOnly
2025-W45,NXB,ATC,82.8,5,0.0904302090450771,916.0,PosOnly
2025-W45,NXB,Weather,54.8,3,0.059875887830986005,916.0,PosOnly
2025-W45,NXB,Other,19.8,1,0.02157770394868791,916.0,PosOnly
2025-W46,NXB,Late Arrival,318.6,21,0.4854033620319919,656.4,PosOnly
2025-W46,NXB,Ground Ops,138.0,9,0.2101629115646529,656.4,PosOnly
2025-W46,NXB,Engineering,32.0,2,0.048779303209705555,656.4,PosOnly
2025-W46,NXB,OCC,34.5,2,0.05263163304875476,656.4,PosOnly
2025-W46,NXB,ATC,67.0,4,0.10209719279347199,656.4,PosOnly
2025-W46,NXB,Weather,35.3,2,0.05379128393360777,656.4,PosOnly
2025-W46,NXB,Other,30.9,2,0.0471343134178151,656.4,PosOnly
2025-W47,NXB,Late Arrival,247.5,16,0.5126281520807471,482.8,PosOnly
2025-W47,NXB,Ground Ops,103.6,6,0.21456565730301813,482.8,PosOnly
2025-W47,NXB,Engineering,26.9,1,0.05574117249258869,482.8,PosOnly
2025-W47,NXB,OCC,37.8,2,0.07832967802038977,482.8,PosOnly
2025-W47,NXB,ATC,42.6,2,0.08817759492247676,482.8,PosOnly
2025-W47,NXB,Weather,20.9,1,0.04332172775801663,482.8,PosOnly
